NOBILIS,NOMBRE,SEXO*,NIVEL,EMERITO,INSTITUCIÓN DE ADSCRIPCIÓN,DEPENDENCIA,ESTADO,,,,,,,,,,,
DR.,"ZAMORA NATERA,JUAN FRANCISCO",H,1,,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS BIOLOGICAS Y AGROPECUARIAS,JALISCO,,,,,,,,,,,
DR.,"BARBA ALVAREZ,ROGELIO",H,2,,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE LA CIENEGA,JALISCO,,,,,,,,,,,
DRA.,"MAYA SANCHEZ,MARIA DEL CARMEN",M,1,,"CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA, B.C.",DIVISION DE FISICA APLICADA,BAJA CALIFORNIA,,,,,,,,,,,
DR.,"PRADO GARCIA,HERIBERTO",H,1,,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,DIRECCION DE INVESTIGACION,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"FLAMAND GËMEZ,LAURA",M,1,,"EL COLEGIO DE MEXICO, A.C.",CENTRO DE ESTUDIOS INTERNACIONALES,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"REYES MELO,MARTIN EDGAR",H,1,,UNIVERSIDAD AUTONOMA DE NUEVO LEON,FACULTAD DE INGENIERIA MECANICA Y ELECTRICA,NUEVO LEON,,,,,,,,,,,
DR.,"FAJARDO SAN MIGUEL,GERARDO DEL JESUS",H,1,,UNIVERSIDAD AUTONOMA DE NUEVO LEON,FACULTAD DE INGENIERIA CIVIL,NUEVO LEON,,,,,,,,,,,
DR.,"HERNANDEZ GUTIERREZ,RODOLFO",H,1,,CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISEÐO DEL EDO. DE JALISCO,DIVISION DE AUTENTICIDAD Y CALIDAD DE PRODUCTOS AGROALIMENTACION,JALISCO,,,,,,,,,,,
DR.,"FERNANDEZ MARTINEZ,TOMAS EDUARDO",H,1,,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,INSTITUTO DE CIENCIAS Y DE LA SALUD,HIDALGO,,,,,,,,,,,
DR.,"LOPEZ SANTILLAN,RICARDO",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO PENINSULAR EN HUMANIDADES Y CIENCIAS SOCIALES,YUCATAN,,,,,,,,,,,
DRA.,"MORENO MACIAS,HORTENSIA",M,1,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD IZTAPALAPA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"JARA MARINI,MARTIN ENRIQUE",H,1,,"CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C.",DIRECCION DE CIENCIA DE LOS ALIMENTOS,SONORA,,,,,,,,,,,
DRA.,"CANTU HINOJOSA,IRMA LAURA",M,1,,UNIVERSIDAD AUTONOMA DE NUEVO LEON,FACULTAD DE ARQUITECTURA,NUEVO LEON,,,,,,,,,,,
DR.,"SALINAS LUNA,JAVIER",H,1,,UNIVERSIDAD DEL MAR,CAMPUS PUERTO ANGEL,OAXACA,,,,,,,,,,,
DRA.,"GAVIRA MARQUEZ,MARIA CONCEPCION",M,2,,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,FACULTAD DE HISTORIA,MICHOACAN,,,,,,,,,,,
DRA.,"ROCHER SALAS,ADRIANA DELFINA",M,1,,UNIVERSIDAD AUTONOMA DE CAMPECHE,ESCUELA DE HUMANIDADES,CAMPECHE,,,,,,,,,,,
DR.,"PANDURO MENDOZA,MARCO ANTONIO",H,2,,UNIVERSIDAD AUTONOMA DE TAMAULIPAS,CAMPUS REYNOSA,TAMAULIPAS,,,,,,,,,,,
DR.,"CASAS FLORES,J. SERGIO",H,1,,"INSTITUTO POTOSINO DE INVESTIGACION CIENTIFICA Y TECNOLOGICA, A.C.",DEPTO. DE BIOLOGIA MOLECULAR,SAN LUIS POTOSI,,,,,,,,,,,
DR.,"DOMINGUEZ DOMINGUEZ,OMAR",H,1,,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,ESCUELA DE BIOLOGIA,MICHOACAN,,,,,,,,,,,
DR.,"ARZATE SALGADO,JORGE GUADALUPE",H,2,,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,FACULTAD DE CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,"M?XICO, EDO. DE",,,,,,,,,,,
DR.,"OCHOA TERAN,ADRIAN",H,1,,INSTITUTO TECNOLOGICO DE TIJUANA,INSTITUTO TECNOLOGICO DE TIJUANA,BAJA CALIFORNIA,,,,,,,,,,,
DR.,"FLORES PADILLA,LUIS",H,1,,EL COLEGIO DE CHIHUAHUA,EL COLEGIO DE CHIHUAHUA,CHIHUAHUA,,,,,,,,,,,
DR.,"BOJORQUEZ CAMACHO,OCTAVIO",H,1,,UNIVERSIDAD AUTONOMA DE NAYARIT,UNIDAD ACADEMICA DE ECONOMIA,NAYARIT,,,,,,,,,,,
DR.,"PARRA SALDIVAR,ROBERTO",H,1,,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,CAMPUS MONTERREY,NUEVO LEON,,,,,,,,,,,
DR.,"AGUIRRE AGUILAR,GENARO",H,1,,UNIVERSIDAD VERACRUZANA,CAMPUS VERACRUZ,VERACRUZ,,,,,,,,,,,
DR.,"AVILA ORTA,CARLOS ALBERTO",H,2,,CENTRO DE INVESTIGACION EN QUIMICA APLICADA,DEPTO. DE MATERIALES AVANZADOS,COAHUILA,,,,,,,,,,,
DRA.,"ZEPEDA RIVERA,ANGELICA",M,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES BIOMEDICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"HERNANDEZ STEFANONI,JOSE LUIS",H,2,,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C.",UNIDAD DE RECURSOS NATURALES,YUCATAN,,,,,,,,,,,
DR.,"RIVERA TAPIA,JOSE ANTONIO",H,1,,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,INSTITUTO DE CIENCIAS,PUEBLA,,,,,,,,,,,
DR.,"NIEVES MENDOZA,DEMETRIO",H,1,,UNIVERSIDAD VERACRUZANA,CAMPUS XALAPA,VERACRUZ,,,,,,,,,,,
DR.,"SANROMAN ARANDA,ROBERTO",H,1,,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,CENTRO UNIVERSITARIO VALLE DE MEXICO,"M?XICO, EDO. DE",,,,,,,,,,,
DR.,"ROMERO,FRANCISCO MARTIN",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE GEOLOGIA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"CASTAÐEDA PRIEGO,RAMON",H,2,,UNIVERSIDAD DE GUANAJUATO,CAMPUS LEON,GUANAJUATO,,,,,,,,,,,
DR.,"ERAÐA SANCHEZ,TAURINO MIGUEL ANGEL",H,1,,UNIVERSIDAD IBEROAMERICANA,PLANTEL CIUDAD DE MEXICO,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"QUINTERO SOTO,MARIA LUISA",M,2,,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,UNIDAD ACADEMICA PRIOFESIONAL NEZAHUALCOYOTL,"M?XICO, EDO. DE",,,,,,,,,,,
DRA.,"OJEDA GARCIA,ANGELICA",M,1,,UNIVERSIDAD IBEROAMERICANA,PLANTEL CIUDAD DE MEXICO,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"ALARCON MENCHACA,LAURA",M,1,,"EL COLEGIO DE JALISCO, A.C.",AREA DE INVESTIGACION,JALISCO,,,,,,,,,,,
DR.,"CRISTOBAL ACEVEDO,DAVID",H,1,,UNIVERSIDAD AUTONOMA CHAPINGO,DEPTO. DE SUELOS,"M?XICO, EDO. DE",,,,,,,,,,,
DR.,"VIRAMONTES ANZURES,JAIME CARLOS",H,1,,INSTITUTO NACIONAL DE ANTROPOLOGIA E HISTORIA,CENTRO REGIONAL QUERETARO,QUERETARO,,,,,,,,,,,
DR.,"ARRIOLA CANTERO,JUAN FEDERICO",H,1,,UNIVERSIDAD IBEROAMERICANA,PLANTEL CIUDAD DE MEXICO,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"PLASCENCIA JATOMEA,MARIBEL",M,2,,UNIVERSIDAD DE SONORA,UNIDAD REGIONAL CENTRO (HERMOSILLO),SONORA,,,,,,,,,,,
DRA.,"PEREZ HERNANDEZ,NURY",M,1,,INSTITUTO POLITECNICO NACIONAL,ESCUELA NACIONAL DE MEDICINA Y HOMEOPATIA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"DIAZ ANZALDUA,ADRIANA",M,1,,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÐIZ,DIVISION DE SERVICIOS CLINICOS,DISTRITO FEDERAL,,,,,,,,,,,
QUIM.,"LEON RAMIREZ,CLAUDIA GERALDINE",M,1,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,UNIDAD IRAPUATO,GUANAJUATO,,,,,,,,,,,
DRA.,"BERAMENDI OROSCO,LAURA EUGENIA",M,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE GEOLOGIA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"COTA YAÐEZ,MARIA DEL ROSARIO",M,1,,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS ECONOMICO ADMINISTRATIVAS,JALISCO,,,,,,,,,,,
DRA.,"SANCHEZ CHAPUL,LAURA",M,1,,INSTITUTO NACIONAL DE REHABILITACION,INSTITUTO NACIONAL DE REHABILITACION,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"GONZALEZ DI PIERRO,EDUARDO",H,1,,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,FACULTAD DE FILOSOFIA,MICHOACAN,,,,,,,,,,,
DR.,"CASTELLANOS LEON,FRANCISCO",H,1,,INSTITUTO POLITECNICO NACIONAL,CENTRO INTERDISCIPLINARIO DE INV. PARA EL DESARROLLO..CIIDIR,OAXACA,,,,,,,,,,,
DR.,"CERCA MARTINEZ,LUIS MARIANO",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE GEOCIENCIAS,QUERETARO,,,,,,,,,,,
DR.,"ZAVALA DEALBA,LUIS EDUARDO",H,1,,UNIVERSIDAD METROPOLITANA DE MONTERREY,UNIVERSIDAD METROPOLITANA DE MONTERREY,NUEVO LEON,,,,,,,,,,,
DR.,"LIMON RUIZ,AGENOR",H,1,,UNIVERSIDAD DE CALIFORNIA IRVINE,UNIVERSIDAD DE CALIFORNIA IRVINE,NO DISPONIBLE,,,,,,,,,,,
DR.,"RUIZ PORRAS,ANTONIO",H,2,,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS ECONOMICO ADMINISTRATIVAS,JALISCO,,,,,,,,,,,
DR.,"LARIOS OSORIO,VICTOR",H,1,,UNIVERSIDAD AUTONOMA DE QUERETARO,FACULTAD DE INGENIERIA,QUERETARO,,,,,,,,,,,
DR.,"MENDOZA CARRERA,FRANCISCO",H,1,,INSTITUTO MEXICANO DEL SEGURO SOCIAL,CENTRO DE INVESTIGACION BIOMEDICA DE OCCIDENTE,JALISCO,,,,,,,,,,,
DR.,"CEDEÐO VALDIVIEZO,ALBERTO",H,1,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD XOCHIMILCO,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"HERNANDEZ LAUZARDO,ANA NIURKA",M,2,,INSTITUTO POLITECNICO NACIONAL,CENTRO DE DESARROLLO DE PRODUCTOS BIOTICOS,MORELOS,,,,,,,,,,,
DR.,"FULLERTON,THOMAS MANKIN",H,2,,EL COLEGIO DE CHIHUAHUA,EL COLEGIO DE CHIHUAHUA,CHIHUAHUA,,,,,,,,,,,
DRA.,"BARRERA RAMIREZ,LOURDES MARIA",M,1,,"ASTRAZENECA, S.A. DE C.V.","ASTRAZENECA, S.A. DE C.V.",DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"TORRES LOPEZ,TERESA MARGARITA",M,1,,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS DE LA SALUD,JALISCO,,,,,,,,,,,
DRA.,"BECERRA JIMENEZ,CELINA GUADALUPE",M,1,,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS SOCIALES Y HUMANIDADES,JALISCO,,,,,,,,,,,
DR.,"GUZMAN VARGAS,ARIEL",H,1,,INSTITUTO POLITECNICO NACIONAL,ESCUELA SUPERIOR DE ING. QUIMICA E INDUSTRIAS EXTRACTIVAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"SAMANIEGO LOPEZ,MARCO ANTONIO",H,1,,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,CAMPUS TIJUANA-TECATE,BAJA CALIFORNIA,,,,,,,,,,,
DRA.,"PATIÐO LOPEZ,MARIA EUGENIA",M,1,,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,CENTRO DE CIENCIAS SOCIALES Y HUMANIDADES,AGUASCALIENTES,,,,,,,,,,,
DR.,"DUR?N LIMËN,HECTOR ALEJANDRO",H,1,,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS ECONOMICO ADMINISTRATIVAS,JALISCO,,,,,,,,,,,
DR.,"DELGADO ENCISO,IVAN",H,2,,UNIVERSIDAD DE COLIMA,CAMPUS COLIMA,COLIMA,,,,,,,,,,,
DR.,"MARIN MOARES,ERNESTO",H,3,,INSTITUTO POLITECNICO NACIONAL,CENTRO DE INVESTIGACION EN CIENCIA APLICADA Y TECNOLOGIA AVANZADA DEL IPN,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ZAMORANO CARRILLO,ABSALOM",H,1,,INSTITUTO POLITECNICO NACIONAL,ESCUELA NACIONAL DE MEDICINA Y HOMEOPATIA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"CUECUECHA MENDOZA,ALFREDO",H,2,,"EL COLEGIO DE TLAXCALA, A.C.",CENTRO DE ESTUDIOS EN MEDIO AMBIENTE Y SUSTENTABILIDAD,TLAXCALA,,,,,,,,,,,
DR.,"MIRANDA OJEDA,PEDRO",H,1,,UNIVERSIDAD AUTONOMA DE YUCATAN,FACULTAD DE CIENCIAS ANTROPOLOGICAS,YUCATAN,,,,,,,,,,,
DRA.,"GARCIA DE LEON MENDEZ,MARIA DEL CARMEN",M,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE MEDICINA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ZEPEDA PEDREGUERA,ALEJANDRO",H,1,,UNIVERSIDAD AUTONOMA DE YUCATAN,FACULTAD DE INGENIERIA QUIMICA,YUCATAN,,,,,,,,,,,
DR.,"GONZALEZ HERNANDEZ,JUAN CARLOS",H,1,,INSTITUTO TECNOLOGICO DE MORELIA,INSTITUTO TECNOLOGICO DE MORELIA,MICHOACAN,,,,,,,,,,,
QUIM.,"SORDO CEDEÐO,LOURDES MONSERRAT",M,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE INVESTIGACIONES BIOMEDICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ANGELES CASTELLANOS,ALBERTO MANUEL",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE MEDICINA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"CUESTA HERNANDEZ,LUIS JAVIER",H,1,,UNIVERSIDAD IBEROAMERICANA,UNIVERSIDAD IBEROAMERICANA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"ROJAS SOTO,OCTAVIO RAFAEL",H,1,,"INSTITUTO DE ECOLOGIA, A.C.",RED DE BIOLOGIA EVOLUTIVA,VERACRUZ,,,,,,,,,,,
DR.,"CORZO BURGUETE,GERARDO ALFONSO",H,3,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE BIOTECNOLOGIA,MORELOS,,,,,,,,,,,
DRA.,"LOZANO CORTES,MARIBEL",M,1,,UNIVERSIDAD DE QUINTANA ROO,UNIDAD ACADEMICA CHETUMAL,QUINTANA ROO,,,,,,,,,,,
DR.,"VEGA GRANILLO,RICARDO",H,1,,UNIVERSIDAD DE SONORA,UNIDAD REGIONAL CENTRO (HERMOSILLO),SONORA,,,,,,,,,,,
DR.,"ROBLES CASOLCO,SAID",H,1,,SIN INSTITUCION,,NO DISPONIBLE,,,,,,,,,,,
DR.,"REBOLLAR REBOLLAR,SAMUEL",H,1,,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,CENTRO UNIVERSITARIO TEMASCALTEPEC,"M?XICO, EDO. DE",,,,,,,,,,,
DR.,"LOPEZ PEREZ,JESUS FABIAN",H,1,,UNIVERSIDAD AUTONOMA DE NUEVO LEON,FACULTAD DE CONTADURIA PUBLICA Y ADMINISTRACION,NUEVO LEON,,,,,,,,,,,
DRA.,"SANCHEZ GONZALEZ,MONICA NOEL",M,1,,UNIVERSIDAD AUTONOMA DE YUCATAN,FACULTAD DE INGENIERIA QUIMICA,YUCATAN,,,,,,,,,,,
DR.,"GUERRA ZUBIAGA,DAVID APOLINAR",H,1,,CENTRO DE INGENIERIA Y DESARROLLO INDUSTRIAL,UNIDAD NUEVO LEON,NUEVO LEON,,,,,,,,,,,
DRA.,"CASTAÐEDA ZAVALA,YOLANDA",M,1,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD AZCAPOTZALCO,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"FIGUEROA ELENES,JORGE RAFAEL",H,1,,UNIVERSIDAD AUTONOMA DE SINALOA,CAMPUS CULIACAN,SINALOA,,,,,,,,,,,
DRA.,"NAVARRO HERNANDEZ,ROSA ELENA",M,1,,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS DE LA SALUD,JALISCO,,,,,,,,,,,
DR.,"KRONGOLD HERRERA,YAIR EMMANUEL",H,2,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ASTRONOMIA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"JUAREZ REYES,ARTURO SAUL",H,1,,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,CAMPUS DURANGO,DURANGO,,,,,,,,,,,
DR.,"MIRANDA ARRIETA,EDUARDO",H,1,,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,INSTITUTO DE INVESTIGACIONES HISTORICAS,MICHOACAN,,,,,,,,,,,
DR.,"GARCIA LEAL,OSCAR",H,1,,UNIVERSIDAD DE GUADALAJARA,CENTRO UNIVERSITARIO DE CIENCIAS BIOLOGICAS Y AGROPECUARIAS,JALISCO,,,,,,,,,,,
ING.,"ROCHA BARAJAS,MIGUEL FERNANDO",H,1,,INSTITUTO POLITECNICO NACIONAL,ESCUELA SUPERIOR DE INGENIERIA MECANICA Y ELECTRICA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"ESCALANTE ESPINOSA,TANIA",M,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE CIENCIAS,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"RECENDEZ GUERRERO,EMILIA",M,1,,UNIVERSIDAD AUTONOMA DE ZACATECAS,AREA ACADEMICA DE EDUCACION Y HUMANIDADES,ZACATECAS,,,,,,,,,,,
DRA.,"RAMOS ESTRADA,MARIANA",M,1,,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,FACULTAD DE INGENIERIA QUIMICA,MICHOACAN,,,,,,,,,,,
DR.,"SANCHEZ BERNAL,EDGAR IVAN",H,1,,UNIVERSIDAD DEL MAR,CAMPUS PUERTO ESCONDIDO,OAXACA,,,,,,,,,,,
DRA.,"PINA LUIS,GEORGINA ESTHER",M,2,,INSTITUTO TECNOLOGICO DE TIJUANA,INSTITUTO TECNOLOGICO DE TIJUANA,BAJA CALIFORNIA,,,,,,,,,,,
DRA.,"ALMANZA GUTIERREZ,MARIA ANGELICA",M,1,,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÐIZ,DIVISION DE INVESTIGACION EN NEUROCIENCIAS,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"CANALES MARTINEZ,MARIA MARGARITA",M,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE ESTUDIOS SUPERIORES IZTACALA,"M?XICO, EDO. DE",,,,,,,,,,,
DRA.,"HERNANDEZ DELGADO,CLAUDIA TZASNA",M,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE ESTUDIOS SUPERIORES IZTACALA,"M?XICO, EDO. DE",,,,,,,,,,,
DR.,"RODRIGUEZ MONROY,MARCO AURELIO",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE ESTUDIOS SUPERIORES IZTACALA,"M?XICO, EDO. DE",,,,,,,,,,,
DR.,"LICONA VALENCIA,ERNESTO",H,1,,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,FACULTAD DE FILOSOFIA Y LETRAS,PUEBLA,,,,,,,,,,,
DR.,"RIVERA NORIEGA,JORGE",H,1,,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,FACULTAD DE CIENCIAS,MORELOS,,,,,,,,,,,
DR.,"SERNA PEREZ,ALFONSO",H,1,,INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES Y AGROPECUARIAS,CIR DEL NORTE-CENTRO (ZAC.),ZACATECAS,,,,,,,,,,,
DRA.,"SOTO LOPEZ,MARIA ELENA",M,2,,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,DIRECCION DE INVESTIGACION,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"SALGADO VEGA,JESUS",H,1,,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,FACULTAD DE ECONOMIA,"M?XICO, EDO. DE",,,,,,,,,,,
DR.,"VARELA JUAREZ,RICARDO ALFREDO",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE CONTADURIA Y ADMINISTRACION,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"GONZALEZ YAJIMOVICH,OSCAR EFRAIN",H,1,,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,CAMPUS ENSENADA,BAJA CALIFORNIA,,,,,,,,,,,
DR.,"KIDO CRUZ,ANTONIO",H,1,,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,INSTITUTO DE INVESTIGACIONES ECONOMICAS Y EMPRESARIALES,MICHOACAN,,,,,,,,,,,
DRA.,"CARRILLO PADILLA,ANA LORENA",M,1,,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,INSTITUTO DE CIENCIAS SOCIALES Y HUMANIDADES,PUEBLA,,,,,,,,,,,
DR.,"ALIA TEJACAL,IRAN",H,1,,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,FACULTAD DE CIENCIAS AGROPECUARIAS,MORELOS,,,,,,,,,,,
DRA.,"CUENTAS GALLEGOS,ANA KARINA",M,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,CENTRO DE INVESTIGACION EN ENERGIA,MORELOS,,,,,,,,,,,
DR.,"GALICIA OSUNA,DAVID",H,1,,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE ESTUDIOS SUPERIORES CUAUTITLAN,"M?XICO, EDO. DE",,,,,,,,,,,
DR.,"MARTINEZ TRINIDAD,JOSE",H,1,,INSTITUTO POLITECNICO NACIONAL,ESCUELA SUPERIOR DE INGENIERIA MECANICA Y ELECTRICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"SANTOS REYES,JAIME REYNALDO",H,2,,INSTITUTO POLITECNICO NACIONAL,ESCUELA SUPERIOR DE INGENIERIA MECANICA Y ELECTRICA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"DIAZ MONTAÐO,DULCE MARIA",M,1,,SIN INSTITUCION,,NO DISPONIBLE,,,,,,,,,,,
DR.,"RODRIGUEZ GATTORNO,GEONEL",H,2,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,UNIDAD MERIDA,YUCATAN,,,,,,,,,,,
MED.,"RUIZ DELGADO,GUILLERMO JOSE",H,1,,UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,DEPTO. DE CIENCIAS DE LA SALUD,PUEBLA,,,,,,,,,,,
DR.,"REYES ROJAS,ARMANDO",H,2,,"CENTRO DE INVESTIGACION EN MATERIALES AVANZADOS, S.C.",DEPTO. DE INTEGRIDAD Y DISEÐO DE MATERIALES COMPUESTOS,CHIHUAHUA,,,,,,,,,,,
DR.,"BUENO SANCHEZ,ERAMIS DE LA CRUZ",H,1,,UNIVERSIDAD AUTONOMA DE ZACATECAS,AREA ACADEMICA DE CIENCIAS SOCIALES Y ADMINISTRATIVAS,ZACATECAS,,,,,,,,,,,
DR.,"JIMENEZ BERNAL,JOSE ALFREDO",H,1,,INSTITUTO POLITECNICO NACIONAL,ESCUELA SUPERIOR DE INGENIERIA MECANICA Y ELECTRICA,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"MUÐOZ HERNANDEZ,GERMAN ARDUL",H,1,,INSTITUTO TECNOLOGICO DE PUEBLA,INSTITUTO TECNOLOGICO DE PUEBLA,PUEBLA,,,,,,,,,,,
DRA.,"KIDO CRUZ,MA. TERESA",M,1,,UNIVERSIDAD DEL PAPALOAPAN,CAMPUS LOMA BONITA,OAXACA,,,,,,,,,,,
DR.,"OSUNA CASTRO,CARLOS OSVALDO",H,1,,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,INSTITUTO DE FISICA Y MATEMATICA,MICHOACAN,,,,,,,,,,,
DR.,"RAMIREZ FAUNDEZ,JAIME LEOPOLDO",H,1,,UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD AZCAPOTZALCO,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"CHAVEZ TAPIA,NORBERTO CARLOS",H,2,,"FUNDACION CLINICA MEDICA SUR, A.C.",DEPTO. DE INVESTIGACION BIOMEDICA,DISTRITO FEDERAL,,,,,,,,,,,
DRA.,"HIDALGO GAMEZ,ANA MARIA",M,1,,INSTITUTO POLITECNICO NACIONAL,ESCUELA SUPERIOR DE FISICA Y MATEMATICAS,DISTRITO FEDERAL,,,,,,,,,,,
DR.,"CASTRO PEREZ,FRANCISCO",H,1,,SIN INSTITUCION,,NO DISPONIBLE,,,,,,,,,,,
MED.,"MARTINEZ MIER,GUSTAVO",H,1,,INSTITUTO MEXICANO DEL SEGURO SOCIAL,CENTRO MEDICO NACIONAL ADOLFO RUIZ CORTINES EN VERACRUZ,VERACRUZ,,,,,,,,,,,
DRA.,"ALVAREZ GARCIA,SUSANA",M,2,,UNIVERSIDAD DE SONORA,UNIDAD REGIONAL CENTRO (HERMOSILLO),SONORA,,,,,,,,,,,
DR.,"IRAZUZTA DI CHIARA,IGNACIO",H,1,,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,CAMPUS MONTERREY,NUEVO LEON,,,,,,,,,,,
